order,name,label,parent,codesystem,code,ontologyTermURI,definition
18,Other administrative information,,Administrative information,,Other_admin_info,,"Information about other administrative data (e.g. indicator of participant's withdrawal, reason for withdrawal)."
19,Country of cohort,,Other administrative information,,,,Country of the cohort
20,Recruitment age,,Other administrative information,,,,Recruitment age
133,Functional limitations,,"Perception of health, quality of life, development and functional limitations",,Act_daily_living,,"Information about functional activities that involve caring for and moving the body (e.g. walking, bathing, dressing, toileting, eating; i.e. activities of daily living (ADL)) and instrumental activities of daily living (IADL) that people can get help with (e.g. cooking, driving, using the telephone or computer, shopping, handling finances, managing medication). 
Also see the 'Use of assistive devices' subdomain."
,Suprailiac skinfold,,Skinfold,,,,
74,DASH diet index,,School age,,,,Fung's DASH diet index in school-aged children (5-8 years)
75,Method of dietary assessment (M),,Nutrition,,,,Method of dietary assessment in pregnancy
,distance (traffic),,Traffic,,,,
75,Method of dietary assessment (F),,Nutrition,,,,Method of dietary assessment in pregnancy
65,Nutrients (Preschool),,Preschool age,,,,"Daily Kcal intake in preschool age (2-4 years),Total Fat intake in preschool age (2-4 years),Total Fat intake in preschool age (2-4 years),Saturated Fats intake in preschool age (2-4 years),Polyunsaturated fats intakein preschool age (2-4 years),Trans Fats intake in preschool age (2-4 years),Total Protein intake in preschool age (2-4 years),Total Protein intake in preschool age (2-4 years),Total carbohydrate intake in preschool age (2-4 years),Total carbohydrate intake in preschool age (2-4 years),Sodium intake in preschool age (2-4 years)"
66,Dietary behavior (Preschool),,Preschool age,,,,"Skipping Breakfast (2-4 years),Family dinner or dinner with at least one adult (2-4 years),Eating with the TV on (2-4 years),Main meals frequency per day (2-4 years),Snacking frequency per day (2-4 years),Visiting fast food restaurant (2-4 years)"
86,Sexual behaviours and orientation,,Lifestyle and behaviours,,Sex_behav,,"Information about the type and frequency of sexual behaviours (e.g. number of partners, frequency of intercourse) and sexual orientation (e.g. homosexuality)."
,Tricep skinfold,,Skinfold,,,,
,Nutrients (School),,School age,,,,"Daily Kcal intake in school-age children (5-8 years),Total Fat intake in school-age children (5-8 years),Total Fat intake in school-age children (5-8 years),Saturated Fats in school-age children (5-8 years),Polyunsaturated fats intake in school-age children (5-8 years),Trans Fats intake in school-age children (5-8 years),Total Protein intake in school-age children (5-8 years),Total Protein intake in school-age children (5-8 years),Total carbohydrate intake in school-age children (5-8 years),Total carbohydrate intake in school-age children (5-8 years),Sodium intake in school-age children (5-8 years)"
73,Dietary behavior (School),,School age,,,,"Skipping Breakfast (5-8 years),Family dinner or dinner with at least one adult (5-8 years),Eating with the TV on (5-8 years),Main meals frequency per day (5-8 years),Snacking frequency per day (5-8 years),Visiting fast food restaurants per week (5-8 years)"
79,Supplements (M),,Nutrition,,,,Supplements during pregnancy
84,Personal hygiene,,Lifestyle and behaviours,,Pers_hygiene,,"Information about personal hygiene, including oral hygiene (e.g. how often teeth are brushed)."
285,Speech and voice,,Physical measures and assessments,,Speech_voice,,Information about speech and voice (e.g. pitch intensity profile).
286,Digestion,,Physical measures and assessments,,Digestion,,Information about digestion (e.g. motility test).
37,Child's country of birth,,Birthplace,,,,"Child's born abroad,Child's migrant status"
144,Mental and behavioural disorders (F00-F99),,Diseases,,Mental_behav_dis,,"Information about past and current mental and behavioural disorders (e.g. dementia, schizophrenia, chronic PTSD, mood affective disorders, mental disorders from substance abuse)."
145,Maternal psychiatric disorders,,Mental and behavioural disorders (F00-F99),,,,"Anorexia nervosa,Anxiety,Any psychiatric disorder,Bulimia nervosa,Depression,Any eating disorder"
146,Anorexia nervosa,,Maternal psychiatric disorders,,,,"Maternal history of anorexia nervosa,Maternal anorexia nervosa active during the index pregnancy,Maternal anorexia nervosa active active from >0 to 1 year.,Maternal anorexia nervosa active active from >1 to 2 years.,Maternal anorexia nervosa active active from >2 to 3 years.,Maternal anorexia nervosa active active from >3 to 4 years.,Maternal anorexia nervosa active active from >4 to 5 years.,Maternal anorexia nervosa active active from >5 to 6 years.,Maternal anorexia nervosa active active from >6 to 7 years.,Maternal anorexia nervosa active active from >7 to 8 years.,Maternal anorexia nervosa active active from >8 to 9 years.,Maternal anorexia nervosa active active from >9 to 10 years.,Maternal anorexia nervosa active active from >10 to 11 years.,Maternal anorexia nervosa active active from >11 to 12 years.,Maternal anorexia nervosa active active from >12 to 13 years.,Maternal anorexia nervosa active active from >13 to 14 years.,Maternal anorexia nervosa active active from >14 to 15 years.,Maternal anorexia nervosa active active from >15 to 16 years.,Maternal anorexia nervosa active active from >16 to 17 years.,Maternal anorexia nervosa active active from >17 to 18 years."
148,Any psychiatric disorder,,Maternal psychiatric disorders,,,,"Maternal pre-pregnancy psychiatric disorders,Maternal psychiatric disorders during pregnancy"
113,Plurality,,Birth outcomes,,,,Plurality
326,Social environment and relationships,,,,Social_environment,,Information about relationships and support given and received from the social environment.
135,"Other perception of health, quality of life and functional limitation-related information",,"Perception of health, quality of life, development and functional limitations",,Other,,Information about other health status and functional limitation-related information.
149,Bulimia nervosa,,Maternal psychiatric disorders,,,,"Maternal history of bulimia nervosa,Maternal bulimia nervosa active during the index pregnancy,Maternal bulimia nervosa active active from >0 to 1 year.,Maternal bulimia nervosa active active from >1 to 2 years.,Maternal bulimia nervosa active active from >2 to 3 years.,Maternal bulimia nervosa active active from >3 to 4 years.,Maternal bulimia nervosa active active from >4 to 5 years.,Maternal bulimia nervosa active active from >5 to 6 years.,Maternal bulimia nervosa active active from >6 to 7 years.,Maternal bulimia nervosa active active from >7 to 8 years.,Maternal bulimia nervosa active active from >8 to 9 years.,Maternal bulimia nervosa active active from >9 to 10 years.,Maternal bulimia nervosa active active from >10 to 11 years.,Maternal bulimia nervosa active active from >11 to 12 years.,Maternal bulimia nervosa active active from >12 to 13 years.,Maternal bulimia nervosa active active from >13 to 14 years.,Maternal bulimia nervosa active active from >14 to 15 years.,Maternal bulimia nervosa active active from >15 to 16 years.,Maternal bulimia nervosa active active from >16 to 17 years.,Maternal bulimia nervosa active active from >17 to 18 years."
151,Any eating disorder,,Maternal psychiatric disorders,,,,"Maternal history of any eating disorder,Maternal any eating disorder active during the index pregnancy,Maternal any eating disorder active from >0 to 1 year.,Maternal any eating disorder active from >1 to 2 years.,Maternal any eating disorder active from >2 to 3 years.,Maternal any eating disorder active from >3 to 4 years.,Maternal any eating disorder active from >4 to 5 years.,Maternal any eating disorder active from >5 to 6 years.,Maternal any eating disorder active from >6 to 7 years.,Maternal any eating disorder active from >7 to 8 years.,Maternal any eating disorder active from >8 to 9 years.,Maternal any eating disorder active from >9 to 10 years.,Maternal any eating disorder active from >10 to 11 years.,Maternal any eating disorder active from >11 to 12 years.,Maternal any eating disorder active from >12 to 13 years.,Maternal any eating disorder active from >13 to 14 years.,Maternal any eating disorder active from >14 to 15 years.,Maternal any eating disorder active from >15 to 16 years.,Maternal any eating disorder active from >16 to 17 years.,Maternal any eating disorder active from >17 to 18 years."
152,Diseases of the nervous system (G00-G99),,Diseases,,Nervous_sys_dis,,"Information about past and current diseases of the nervous system (e.g. Parkinson, Alzheimer, Huntington, inflammatory diseases of the central nervous system)."
153,Diseases of the eye and adnexa (H00-H59),,Diseases,,Eye_adnexa_dis,,"Information about past and current diseases of the eye and adnexa (e.g. glaucoma, conjunctivitis, cataracts, strabismus, low vision)."
154,Diseases of the ear and mastoid process (H60-H95),,Diseases,,Ear_mastoid_dis,,"Information about past and current diseases of the ear and mastoid process (e.g. otitis, mastoiditis, labyrinthitis, unspecified hearing loss)."
80,DASH diet index (F),,Nutrition,,,,Fung's DASH diet index in pregnancy
97,Health-related characteristics,,"Pregnancy, delivery and birth",,,,
49,EUSILC-based household income,,"Income, possessions, and benefits",,,,"Log-equivalised total disposable household income predicted using EUSILC data (task 3.1.1) at baseline ,Quintiles of the log-equivalised total disposable household income predicted using EUSILC data (task 3.1.1) at baseline"
59,Preschool age,,Nutrition,,,,
33,Residence,,Socio-demographic and economic characteristics,,Residence,,"Information about past and current locations where an individual dwells (e.g. address, region, country, homelessness)."
155,Diseases of the circulatory system (I00-I99),,Diseases,,Circulatory_sys_dis,,"Information about past and current diseases of the circulatory system (e.g. hypertension, ischaemic heart diseases, cerebrovascular diseases)."
160,Asthma,,Child asthma,,,,"diagnosis of asthma within one year of birth (child aged between >-1 year and <1 year),diagnosis of asthma when the child was aged between >1 and <2 years,diagnosis of asthma when the child was aged between >2 and <3 years,diagnosis of asthma when the child was aged between >3 and <4 years,diagnosis of asthma when the child was aged between >4 and <5 years,diagnosis of asthma when the child was aged between >5 and <6 years,diagnosis of asthma when the child was aged between >6 and <7 years,diagnosis of asthma when the child was aged between >7 and <8 years,diagnosis of asthma when the child was aged between >8 and <9 years,diagnosis of asthma when the child was aged between >9 and <10 years,diagnosis of asthma when the child was aged between >10 and <11 years,diagnosis of asthma when the child was aged between >11 and <12 years,diagnosis of asthma when the child was aged between >12 and <13 years,diagnosis of asthma when the child was aged between >13 and <14 years,diagnosis of asthma when the child was aged between >14 and <15 years,diagnosis of asthma when the child was aged between >15 and <16 years,diagnosis of asthma when the child was aged between >16 and <17 years,diagnosis of asthma when the child was aged between >17 and <18 years"
163,Asthma medication,,Child asthma,,,,"use of asthma medication within one year of birth (child aged between >-1 year and <1 year),use of asthma medication when the child was aged between >1 and <2 years,use of asthma medication when the child was aged between >2 and <3 years,use of asthma medication when the child was aged between >3 and <4 years,use of asthma medication when the child was aged between >4 and <5 years,use of asthma medication when the child was aged between >5 and <6 years,use of asthma medication when the child was aged between >6 and <7 years,use of asthma medication when the child was aged between >7 and <8 years,use of asthma medication when the child was aged between >8 and <9 years,use of asthma medication when the child was aged between >9 and <10 years,use of asthma medication when the child was aged between >10 and <11 years,use of asthma medication when the child was aged between >11 and <12 years,use of asthma medication when the child was aged between >12 and <13 years,use of asthma medication when the child was aged between >13 and <14 years,use of asthma medication when the child was aged between >14 and <15 years,use of asthma medication when the child was aged between >15 and <16 years,use of asthma medication when the child was aged between >16 and <17 years,use of asthma medication when the child was aged between >17 and <18 years,use of asthma medication, type specified, within one year of birth (child aged between >-1 year and <1 year),use of asthma medication, type specified, when the child was aged between >1 and <2 years,use of asthma medication, type specified, when the child was aged between >2 and <3 years,use of asthma medication, type specified, when the child was aged between >3 and <4 years,use of asthma medication, type specified, when the child was aged between >4 and <5 years,use of asthma medication, type specified, when the child was aged between >5 and <6 years,use of asthma medication, type specified, when the child was aged between >6 and <7 years,use of asthma medication, type specified, when the child was aged between >7 and <8 years,use of asthma medication, type specified, when the child was aged between >8 and <9 years,use of asthma medication, type specified, when the child was aged between >9 and <10 years,use of asthma medication, type specified, when the child was aged between >10 and <11 years,use of asthma medication, type specified, when the child was aged between >11 and <12 years,use of asthma medication, type specified, when the child was aged between >12 and <13 years,use of asthma medication, type specified, when the child was aged between >13 and <14 years,use of asthma medication, type specified, when the child was aged between >14 and <15 years,use of asthma medication, type specified, when the child was aged between >15 and <16 years,use of asthma medication, type specified, when the child was aged between >16 and <17 years,use of asthma medication, type specified, when the child was aged between >17 and <18 years"
105,Maternal parity,,"Pregnancy, delivery and birth",,,,Mother's parity
,Sitting height,,Child's height,,,,
64,Supplements (Preschool),,Preschool age,,,,Any dietary supplements intake in preschool age (2-4 years)
1,Administrative information,,,,Administrative_information,,Information about administrative data.
38,Citizenship and immigrant status,,Socio-demographic and economic characteristics,,Citizenship,,"Information about citizenship and immigrant status (e.g. landed immigrant, Canadian citizen, number of years living in a given country)."
143,Maternal thyroid disorders,,"Endocrine, nutritional and metabolic diseases (E00-E90)",,,,Thyroid disorders during pregnancy
69,Exact age at dietary assessment (School),,School age,,,,Exact age at dietary assessment of  school-age children
159,Child asthma,,Diseases of the respiratory system (J00-J99),,,,
166,FeNO,,Lung function,,,,"FeNO, in sympercent change within one year of birth (child aged between >-1 year and <1 year),FeNO, in sympercent change when the child was aged between >1 and <2 years,FeNO, in sympercent change when the child was aged between >2 and <3 years,FeNO, in sympercent change when the child was aged between >3 and <4 years,FeNO, in sympercent change when the child was aged between >4 and <5 years,FeNO, in sympercent change when the child was aged between >5 and <6 years,FeNO, in sympercent change when the child was aged between >6 and <7 years,FeNO, in sympercent change when the child was aged between >7 and <8 years,FeNO, in sympercent change when the child was aged between >8 and <9 years,FeNO, in sympercent change when the child was aged between >9 and <10 years,FeNO, in sympercent change when the child was aged between >10 and <11 years,FeNO, in sympercent change when the child was aged between >11 and <12 years,FeNO, in sympercent change when the child was aged between >12 and <13 years,FeNO, in sympercent change when the child was aged between >13 and <14 years,FeNO, in sympercent change when the child was aged between >14 and <15 years,FeNO, in sympercent change when the child was aged between >15 and <16 years,FeNO, in sympercent change when the child was aged between >16 and <17 years,FeNO, in sympercent change when the child was aged between >17 and <18 years"
116,Apgar score,,Birth outcomes,,,,5 minute Apgar score
,School age - Supplements,,School age,,,,
71,Food groups (School),,School age,,,,"Vegetables without potatoes in school-age children (5-8 years),Fruits in school-age children (5-8 years),Milk and milk products in school-age children (5-8 years),Fish and fish products in school-age children (5-8 years),Meat and meat products in school-age children (5-8 years),Legumes, nuts and their products in school-age children (5-8 years),Sugar, sugar products, chocolate products and confectionery in school-age children (5-8 years),Egg and egg products in school-age children (5-8 years),Grains and grain products in school-age children (5-8 years),Low fat dairy in school-age children (5-8 years),Fatty Fish in school-age children (5-8 years),Non Fatty Fish in school-age children (5-8 years),Red meat  during in school-age children (5-8 years),Processed meat in school-age children (5-8 years),Whole grain cereals inschool-age children,Sugar-sweetened beverages in school-age children (5-8 years),Potatoes in school-age children (5-8 years),Savory biscuits and crisps in school-age children (5-8 years)"
162,ISAAC,,Child asthma,,,,"Current asthma  (ISAAC),Diagnosis of asthma according to ISAAC definition within one year of birth (child aged between >-1 year and <1 year),Diagnosis of asthma according to ISAAC definition when the child was aged between >1 and <2 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >2 and <3 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >3 and <4 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >4 and <5 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >5 and <6 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >6 and <7 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >7 and <8 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >8 and <9 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >9 and <10 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >10 and <11 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >11 and <12 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >12 and <13 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >13 and <14 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >14 and <15 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >15 and <16 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >16 and <17 years,Diagnosis of asthma according to ISAAC definition when the child was aged between >17 and <18 years"
164,MeDALL,,Child asthma,,,,"Current asthma (MeDALL),Diagnosis of asthma according to MeDALL definition within one year of birth (child aged between >-1 year and <1 year),Diagnosis of asthma according to MeDALL definition when the child was aged between >1 and <2 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >2 and <3 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >3 and <4 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >4 and <5 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >5 and <6 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >6 and <7 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >7 and <8 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >8 and <9 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >9 and <10 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >10 and <11 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >11 and <12 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >12 and <13 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >13 and <14 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >14 and <15 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >15 and <16 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >16 and <17 years,Diagnosis of asthma according to MeDALL definition when the child was aged between >17 and <18 years,Ever diagnosis of asthma according to MeDALL definition"
168,Bronchial hyperresponsiveness,,Spirometry,,,,"Bronchial hyperresponsiveness, as measured by metacholine challenge test, within one year of birth (child aged between >-1 year and <1 year),Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >1 and <2 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >2 and <3 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >3 and <4 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >4 and <5 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >5 and <6 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >6 and <7 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >7 and <8 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >8 and <9 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >9 and <10 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >10 and <11 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >11 and <12 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >12 and <13 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >13 and <14 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >14 and <15 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >15 and <16 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >16 and <17 years,Bronchial hyperresponsiveness, as measured by metacholine challenge test, when the child was aged between >17 and <18 years"
,IgE (Food),,Food,,,,
,Preschool age - Method of dietary assessment,,Preschool age,,,,
,Preschool age - Food groups,,Preschool age,,,,
292,Microbiology,,Laboratory measures,,Microbiology,,"Information about microscopic organisms (e.g. bacteria, fungi or parasites)."
147,Anxiety,,Maternal psychiatric disorders,,,,Maternal history of anxiety disorders
170,Absolute (FEF25),,FEF25,,,,"Forced Expiratory Flow after exhaling 25% of FVC (L/s) within one year of birth (child aged between >-1 year and <1 year),Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >1 and <2 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >2 and <3 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >3 and <4 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >4 and <5 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >5 and <6 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >6 and <7 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >7 and <8 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >8 and <9 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >9 and <10 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >10 and <11 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >11 and <12 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >12 and <13 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >13 and <14 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >14 and <15 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >15 and <16 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >16 and <17 years,Forced Expiratory Flow after exhaling 25% of FVC (L/s) when the child was aged between >17 and <18 years"
171,FEF50,,Spirometry,,,,
172,Absolute (FEF50),,FEF50,,,,"Forced Expiratory Flow after exhaling 50% of FVC (L/s) within one year of birth (child aged between >-1 year and <1 year),Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >1 and <2 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >2 and <3 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >3 and <4 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >4 and <5 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >5 and <6 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >6 and <7 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >7 and <8 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >8 and <9 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >9 and <10 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >10 and <11 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >11 and <12 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >12 and <13 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >13 and <14 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >14 and <15 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >15 and <16 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >16 and <17 years,Forced Expiratory Flow after exhaling 50% of FVC (L/s) when the child was aged between >17 and <18 years"
174,Absolute (FEF75),,FEF75,,,,"Forced Expiratory Flow after exhaling 75% of FVC (L/s) within one year of birth (child aged between >-1 year and <1 year),Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >1 and <2 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >2 and <3 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >3 and <4 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >4 and <5 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >5 and <6 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >6 and <7 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >7 and <8 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >8 and <9 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >9 and <10 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >10 and <11 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >11 and <12 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >12 and <13 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >13 and <14 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >14 and <15 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >15 and <16 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >16 and <17 years,Forced Expiratory Flow after exhaling 75% of FVC (L/s) when the child was aged between >17 and <18 years"
175,Z-score (FEF75),,FEF75,,,,"Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria within one year of birth (child aged between >-1 year and <1 year),Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >1 and <2 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >2 and <3 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >3 and <4 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >4 and <5 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >5 and <6 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >6 and <7 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >7 and <8 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >8 and <9 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >9 and <10 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >10 and <11 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >11 and <12 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >12 and <13 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >13 and <14 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >14 and <15 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >15 and <16 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >16 and <17 years,Forced Expiratory Flow after exhaling 75% of FVC, z-score according to GLI reference criteria when the child was aged between >17 and <18 years"
177,Absolute (FEV1),,FEV1,,,,"Forced Expiratory Volume in the first second (L) within one year of birth (child aged between >-1 year and <1 year),Forced Expiratory Volume in the first second (L) when the child was aged between >1 and <2 years,Forced Expiratory Volume in the first second (L) when the child was aged between >2 and <3 years,Forced Expiratory Volume in the first second (L) when the child was aged between >3 and <4 years,Forced Expiratory Volume in the first second (L) when the child was aged between >4 and <5 years,Forced Expiratory Volume in the first second (L) when the child was aged between >5 and <6 years,Forced Expiratory Volume in the first second (L) when the child was aged between >6 and <7 years,Forced Expiratory Volume in the first second (L) when the child was aged between >7 and <8 years,Forced Expiratory Volume in the first second (L) when the child was aged between >8 and <9 years,Forced Expiratory Volume in the first second (L) when the child was aged between >9 and <10 years,Forced Expiratory Volume in the first second (L) when the child was aged between >10 and <11 years,Forced Expiratory Volume in the first second (L) when the child was aged between >11 and <12 years,Forced Expiratory Volume in the first second (L) when the child was aged between >12 and <13 years,Forced Expiratory Volume in the first second (L) when the child was aged between >13 and <14 years,Forced Expiratory Volume in the first second (L) when the child was aged between >14 and <15 years,Forced Expiratory Volume in the first second (L) when the child was aged between >15 and <16 years,Forced Expiratory Volume in the first second (L) when the child was aged between >16 and <17 years,Forced Expiratory Volume in the first second (L) when the child was aged between >17 and <18 years"
