resource,dataset,name,label,collection event.resource,collection event.name,since version,until version,format,unit,references.dataset,references.name,mandatory,description,order,example values,keywords,vocabularies,notes
ATHLETE_CDM,chemicals_ath,c_mhxp_lod_0,limit of detection of child urine mHxP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mhpp_raw_0,child urine mHpP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mhpp_lod_0,limit of detection of child urine mHpP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_pfhxs_raw_0,child PFHxS levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_mibp_raw_preg,Maternal urine MiBP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_pfhxs_lod_0,limit of detection of child PFHxS levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,c_mnop_lod_0,limit of detection of child urine MnOP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminp_raw_precon,Maternal oh_MiNP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mmp_raw_0,child urine mMP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mmp_lod_0,limit of detection of child urine mMP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_mhxp_raw_0,child urine mHxP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminch_raw_birth,Maternal  oh_MiNCH birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnop_lod_precon,Limit of detection of maternal  MnOP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnop_raw_preg,Maternal urine MnOP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnop_lod_preg,Limit of detection of maternal urine MnOP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnop_lod_birth,Limit of detection of maternal  MnOP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_pbde47_lod_0,limit of detection of child PBDE-47 levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pbde153_raw_0,child PBDE-153 levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pbde153_lod_0,limit of detection of child PBDE-153 levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,c_pbde47_raw_0,child PBDE-47 levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_cxminp_raw_precon,Maternal cx_MiNP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_dmp_lod_0,limit of detection of child urine DMP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,outcome_ath,weight_sdsWHOEUR_t2,Gestational age- and sex- adjusted estimated fetal weight SDS  in 2nd trimester based on European WHO-based reference growth curves,,,,,continuous,estimated fetal weight SDS,,,,,,,,,
ATHLETE_CDM,outcome_ath,pi_uma_t2,Pulsatility index umbilical artery in 2nd trimester,,,,,decimal,,,,,,,,,,
ATHLETE_CDM,outcome_ath,pi_uta_t2,Pulsatility index uterine artery in 2nd trimester,,,,,decimal,,,,,,,,,,
ATHLETE_CDM,chemicals_ath,m_mep_raw_t1,Maternal urine MEP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mep_lod_t1,Limit of detection of maternal urine MEP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mibp_raw_t1,Maternal urine MiBP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_fluorene_raw_t1,Maternal urine Fluorene  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
ATHLETE_CDM,chemicals_ath,m_mibp_lod_t1,Limit of detection of maternal urine MiBP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnbp_raw_t1,Maternal urine MnBP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mnbp_lod_t1,Limit of detection of maternal urine MnBP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mbzp_raw_t1,Maternal urine MBzP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mbzp_lod_t1,Limit of detection of maternal urine MBzP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_raw_t1,Maternal urine MEHP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehp_lod_t1,Limit of detection of maternal urine MEHP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehhp_raw_t1,Maternal urine MEHHP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mehhp_lod_t1,Limit of detection of maternal urine MEHHP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_raw_t1,Maternal urine MEOHP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_meohp_lod_t1,Limit of detection of maternal urine MEOHP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mecpp_raw_t1,Maternal urine MECPP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mecpp_lod_t1,Limit of detection of maternal urine MECPP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmchp_raw_t1,Maternal urine MMCHP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmchp_lod_t1,Limit of detection of maternal urine MMCHP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminp_raw_t1,Maternal urine oh_MiNP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminp_lod_t1,Limit of detection of maternal urine oh_MiNP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_cxminp_lod_precon,Limit of detection of maternal  cx_MiNP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_cxminp_raw_preg,Maternal urine cx_MiNP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_cxminp_lod_preg,Limit of detection of maternal urine cx_MiNP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_cxminp_raw_birth,Maternal  cx_MiNP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_cxminp_lod_birth,Limit of detection of maternal  cx_MiNP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohmphp_lod_precon,Limit of detection of maternal  oh_MPHP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohmphp_raw_preg,Maternal urine oh_MPHP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohmphp_lod_preg,Limit of detection of maternal urine oh_MPHP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohmphp_raw_birth,Maternal  oh_MPHP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmp_raw_precon,Maternal mMP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmp_lod_precon,Limit of detection of maternal  mMP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmp_raw_preg,Maternal urine mMP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmp_lod_preg,Limit of detection of maternal urine mMP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mmp_lod_birth,Limit of detection of maternal  mMP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhxp_raw_precon,Maternal mHxP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhxp_lod_precon,Limit of detection of maternal  mHxP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhxp_raw_preg,Maternal urine mHxP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhxp_lod_preg,Limit of detection of maternal urine mHxP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhxp_raw_birth,Maternal  mHxP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhxp_lod_birth,Limit of detection of maternal  mHxP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhpp_raw_precon,Maternal mHpP preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhpp_lod_precon,Limit of detection of maternal  mHpP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhpp_raw_preg,Maternal urine mHpP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mhpp_lod_preg,Limit of detection of maternal urine mHpP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_bpa_raw_precon,Maternal BPA preconception levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,c_hg_raw_0,child Hg levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_hg_lod_0,limit of detection of child Hg levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_cd_raw_0,child Cd levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_cd_lod_0,limit of detection of child Cd levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_oxominp_raw_birth,Maternal  oxo_MiNP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_pb_lod_0,limit of detection of child Pb levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_se_raw_0,child Se levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_se_lod_0,limit of detection of child Se levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mn_raw_0,child Mn levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mn_lod_0,limit of detection of child Mn levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_zn_raw_0,child Zn levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_zn_lod_0,limit of detection of child Zn levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_as_raw_0,child As levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_as_lod_0,limit of detection of child As levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_tl_raw_0,child Tl levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_tl_lod_0,limit of detection of child Tl levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_co_raw_0,child Co levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_co_lod_0,limit of detection of child Co levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_cu_raw_0,child Cu levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_cu_lod_0,limit of detection of child Cu levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mo_raw_0,child Mo levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mo_lod_0,limit of detection of child Mo levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_cs_lod_0,limit of detection of child Cs levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_na_raw_0,child Na levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_na_lod_0,limit of detection of child Na levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_k_raw_0,child K levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_k_lod_0,limit of detection of child K levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mg_raw_0,child Mg levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_mg_lod_0,limit of detection of child Mg levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,c_dmp_raw_0,child urine DMP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,m_oxominp_lod_t1,Limit of detection of maternal urine oxo_MiNP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_cxminp_raw_t1,Maternal urine cx_MiNP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohmphp_raw_t1,Maternal urine oh_MPHP  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohmphp_lod_t1,Limit of detection of maternal urine oh_MPHP in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminch_raw_t1,Maternal urine oh_MiNCH  trimester levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminch_lod_t1,Limit of detection of maternal urine oh_MiNCH in  trimester,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,c_dmtp_raw_0,child urine DMTP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,c_dmtp_lod_0,limit of detection of child urine DMTP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,c_dmdtp_raw_0,child urine DMDTP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,c_dmdtp_lod_0,limit of detection of child urine DMDTP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,c_dep_raw_0,child urine DEP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,c_dep_lod_0,limit of detection of child urine DEP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,c_detp_raw_0,child urine DETP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,c_detp_lod_0,limit of detection of child urine DETP levels within # year of age (child was aged between # and <#+1 year),,,1.1.0,,decimal,µg/L,,,,,,,OPs,,
ATHLETE_CDM,chemicals_ath,row_id,Unique identifer for the row in Opal,,,1.1.0,,integer,numeric,,,,,,,Identifiers,,
ATHLETE_CDM,chemicals_ath,m_mep_lod_precon,Limit of detection of maternal  MEP at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mep_raw_preg,Maternal urine MEP pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mep_lod_preg,Limit of detection of maternal urine MEP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mep_raw_birth,Maternal  MEP birth levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_mep_lod_birth,Limit of detection of maternal  MEP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_2mpa_lod_t1,Limit of detection of maternal urine 2_MPA in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,Glycolethers,,
ATHLETE_CDM,chemicals_ath,m_chlorphyrifos_raw_t1,Maternal urine Chlorphyrifos  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,Other pesticides,,
ATHLETE_CDM,chemicals_ath,m_oxominp_lod_preg,Limit of detection of maternal urine oxo_MiNP at pregnancy,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_oxominp_lod_birth,Limit of detection of maternal  oxo_MiNP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_bpa_lod_precon,Limit of detection of maternal  BPA at preconception,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_ohmphp_lod_birth,Limit of detection of maternal  oh_MPHP at birth,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminch_raw_precon,Maternal oh_MiNCH preconception levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminch_lod_precon,Limit of detection of maternal  oh_MiNCH at preconception,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_ohminch_raw_preg,Maternal urine oh_MiNCH pregnancy levels,,,1.1.0,,decimal,µg/ml,,,,,,,Phthalates,,
ATHLETE_CDM,chemicals_ath,m_trcs_lod_t1,Limit of detection of maternal urine TRCS in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_pfhxs_raw_t1,Maternal   PFHxS  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfhxs_lod_t1,Limit of detection of maternal   PFHxS in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfhps_raw_t1,Maternal   PFHpS  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfhps_lod_t1,Limit of detection of maternal   PFHpS in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfos_raw_t1,Maternal   PFOS  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfos_lod_t1,Limit of detection of maternal   PFOS in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfoa_raw_t1,Maternal   PFOA  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfoa_lod_t1,Limit of detection of maternal   PFOA in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfna_raw_t1,Maternal   PFNA  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfna_lod_t1,Limit of detection of maternal   PFNA in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfda_raw_t1,Maternal   PFDA  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfda_lod_t1,Limit of detection of maternal   PFDA in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfunda_raw_t1,Maternal   PFUnDA  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_pfunda_lod_t1,Limit of detection of maternal   PFUnDA in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,PFASs,,
ATHLETE_CDM,chemicals_ath,m_creatinine_raw_t1,Maternal urine Creatinine  trimester levels,,,1.1.0,,decimal,g/L,,,,,,,Creatinine,,
ATHLETE_CDM,chemicals_ath,m_creatinine_lod_t1,Limit of detection of maternal urine Creatinine in  trimester,,,1.1.0,,decimal,g/L,,,,,,,Creatinine,,
ATHLETE_CDM,chemicals_ath,m_pcb118_raw_t1,Maternal  PCB_118  trimester levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_pcb118_lod_t1,Limit of detection of maternal  PCB_118 in  trimester,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_pcb138_raw_t1,Maternal   PCB_138  trimester levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_pcb138_lod_t1,Limit of detection of maternal   PCB_138 in  trimester,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_pcb153_raw_t1,Maternal   PCB_153  trimester levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_pcb153_lod_t1,Limit of detection of maternal   PCB_153 in  trimester,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,m_pcb170_raw_t1,Maternal   PCB_170  trimester levels,,,1.1.0,,decimal,pg/g,,,,,,,OCs & PBDEs,,
ATHLETE_CDM,chemicals_ath,cohort,Helix Cohort,,,1.1.0,,text,,,,,,,,Cohort id,,
ATHLETE_CDM,chemicals_ath,m_k_lod_t1,Limit of detection of maternal   K in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_mg_raw_t1,Maternal   Mg  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_mg_lod_t1,Limit of detection of maternal   Mg in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,Metals,,
ATHLETE_CDM,chemicals_ath,m_cotinine_raw_t1,Maternal urine Cotinine  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_mepa_raw_birth,Maternal  MEPA birth levels,,,1.1.0,,decimal,µg/L,,,,,,,Phenols,,
ATHLETE_CDM,chemicals_ath,m_cotinine_lod_t1,Limit of detection of maternal urine Cotinine in  trimester,,,1.1.0,,decimal,µg/L,,,,,,,Cotinine,,
ATHLETE_CDM,chemicals_ath,m_benzoapyrene_raw_t1,Maternal urine Benzo(a)pyrene  trimester levels,,,1.1.0,,decimal,µg/L,,,,,,,PAHs,,
